InvoiceId,Date,hard drive,Time,Department,City,Quantity,State,Product,CustomerName,Store,Address,Total,protocol,PaymentType,driver,PostalCode,Gender,monitor,ProductPrice,port
308160,"10-23-2021",582974,"19:10:59","Books","Alessandroland",2,"OK","Gorgeous Rubber Gloves","Jeremy Hirthe","McClure, Block and Franecki","28708 Haylee Point",70.58,false,"MasterCard",true,64378,"Female",10.36,35.29,6.48
319951,"10-21-2021",12.11,"13:43:59","Garden","Cesarburgh",1,"LA","Awesome Granite Computer","Erin Koepp V","Kshlerin DDS","560 Schmitt Mission",23.48,18.52,"AMEX",41.58,95919,"Female",false,23.48,5708920
686160,"10-11-2021",33.60,"2:59:8","Shoes, Industrial & Toys","South Wyattbury",10,"NM","Intelligent Granite Gloves","Garett Bode","Larkin-McClure","667 Yasmin Well",239.60,false,"EWallet",3243109,64005,"Female",69.68,23.96,"monitor"
695368,"10-12-2021","hack","9:11:45","Shoes, Automotive & Toys","Fishermouth",4,"MI","Sleek Plastic Table","Nicolas Watsica","Wiegand-Tillman","351 Jamie Trace",148.04,"connect","AMEX","HDD",72721,"Male",true,37.01,6004604
593017,"9-30-2021",7041360,"12:41:22","Shoes & Sports","Graciestad",9,"CO","Awesome Granite Table","Claudie Moore","Kuphal, Spencer and Blanda","28235 Mireya Throughway",623.79,553763,"Visa",4371553,53265,"Female","transmit",69.31,64.11
104087,"8-12-2021",96.55,"14:20:31","Beauty","West Kristinburgh",7,"WY","Intelligent Granite Chair","Ms. Hermina Orn","Parisian, Wolff and Gorczany","240 Florencio Parkway",222.95,true,"Visa",36.54,84816,"Male","quantify",31.85,41.26
975804,"9-10-2021",true,"17:22:14","Clothing, Industrial & Grocery","Stammside",6,"NY","Small Concrete Gloves","Olaf Shanahan","Considine PhD","9784 Steuber Fall",43.38,6190623,"Cash",40.22,50071,"Female","neural",7.23,1024338
418903,"7-10-2021",false,"15:11:14","Toys & Health","North Lesly",8,"NH","Gorgeous Granite Hat","Mrs. Vella Pfeffer","Armstrong, Strosin and Altenwerth","7252 Aylin Junctions",711.36,41.72,"EWallet",77.25,56054,"Male",0.54,88.92,false
872208,"3-14-2021",true,"20:29:40","Baby, Garden & Electronics","East Micahview",5,"KS","Awesome Wooden Chair","Aurelie Emmerich","McClure, Block and Franecki","3138 Borer Court",422.80,true,"Visa",true,45112,"Female",38.78,84.56,34.87
978052,"6-5-2021",5384043,"15:20:10","Music, Shoes & Beauty","Lake Meganeton",8,"CA","Awesome Concrete Gloves","Trever Schmitt","McClure, Block and Franecki","273 Effertz Shoal",793.04,true,"AMEX",36.52,16999,"Male",true,99.13,69.01
316958,"8-24-2021","transmit","23:16:31","Clothing, Automotive & Garden","West Reina",8,"NM","Sleek Rubber Car","Selina Rolfson","Kuphal, Spencer and Blanda","6313 Ressie Field",164.64,8827036,"Cash",67.39,95009,"Female","COM",20.58,"port"
678630,"6-7-2021",86.01,"1:29:34","Baby, Grocery & Books","Port Dashawnberg",10,"WY","Ergonomic Wooden Shoes","Quincy Runte Jr.","Wiegand-Tillman","1307 Connelly Motorway",185.60,5537047,"Visa",3155538,15735,"Female","synthesizing",18.56,true
826408,"10-11-2021",false,"20:5:35","Baby","New Gennaro",8,"CO","Gorgeous Steel Car","Valentin Brekke","McClure, Block and Franecki","59665 Kohler Isle",548.24,498159,"EWallet","back-end",11470,"Female","JBOD",68.53,"generate"
849126,"8-27-2021",false,"18:39:12","Electronics","Ephraimfort",4,"AR","Intelligent Concrete Hat","Nico Schroeder III","Kshlerin DDS","4886 Cormier Bypass",211.20,true,"EWallet",67.85,65120,"Female",true,52.80,"hacking"
589601,"5-17-2021",3928187,"14:39:2","Music","Morartown",1,"RI","Awesome Wooden Table","Dr. Kendrick Weissnat","Wiegand-Tillman","19342 Considine Overpass",41.72,false,"EWallet",false,84152,"Female",62.05,41.72,58.34
261494,"12-23-2020",9402331,"17:25:50","Shoes & Electronics","New Tremaine",8,"MA","Ergonomic Granite Gloves","Hildegard Walsh","Kuphal, Spencer and Blanda","2292 Crooks Hill",536.00,"alarm","EWallet",8200972,75721,"Female",false,67.00,"bypass"
129807,"2-19-2021","digital","8:13:38","Electronics","Rueckerside",5,"TN","Intelligent Cotton Car","Dr. Louvenia Cormier","Lakin, O'Connell and Monahan","984 Hartmann Plaza",382.75,45.47,"AMEX","SMS",31852,"Female","EXE",76.55,47.75
598881,"1-1-2021",60.56,"18:34:25","Grocery, Toys & Kids","East Bryce",6,"NY","Small Cotton Pants","Sierra McDermott","Considine PhD","5594 Cronin Spring",19.02,5379349,"MasterCard",4911682,39504,"Female",3634705,3.17,"primary"
960821,"3-17-2021","neural","7:26:22","Games","West Tremayneburgh",2,"NE","Sleek Cotton Pants","Miss Jany Kshlerin","Wiegand-Tillman","486 Braun Corners",165.30,true,"Visa","SCSI",91387,"Male",30.41,82.65,2280717
655062,"7-21-2021",8852021,"2:39:18","Jewelery","Ramiroland",3,"NV","Gorgeous Wooden Car","Cecelia Tillman","Auer V","8827 Devan Port",41.55,true,"EWallet",false,74071,"Female","quantifying",13.85,58.32
941761,"7-15-2021",17.12,"20:20:1","Grocery","Port Houston",4,"CO","Awesome Rubber Computer","Rupert Goodwin","Armstrong, Strosin and Altenwerth","4502 Molly Summit",305.20,5841855,"AMEX",false,39602,"Male",52.83,76.30,2905644
732243,"10-15-2021",false,"7:43:16","Automotive, Outdoors & Books","Lake Princeborough",8,"OK","Rustic Cotton Pants","Roma Runte","Considine PhD","51984 Padberg Point",95.60,44.68,"MasterCard",41.51,73162,"Female",77.08,11.95,true
707272,"8-10-2021",false,"6:33:4","Games & Kids","Wymanmouth",1,"RI","Fantastic Steel Shoes","Eldred Moore","Parisian, Wolff and Gorczany","90110 Josue Streets",43.08,true,"EWallet",true,62378,"Female",62.31,43.08,84.91
297135,"3-22-2021",false,"21:22:12","Automotive, Health & Industrial","Lake Dessieton",4,"GA","Ergonomic Rubber Shirt","Brian Hackett","Kshlerin DDS","54537 Green Drive",359.60,14.65,"Cash","pixel",97096,"Male","bandwidth",89.90,false
695778,"1-31-2021",2110389,"21:18:58","Clothing","West Kenton",9,"ND","Small Granite Shirt","Cooper Osinski I","Wiegand-Tillman","738 Kuphal Creek",333.63,4649428,"EWallet",true,98686,"Female",70.35,37.07,"synthesizing"
566413,"10-25-2021",true,"3:14:21","Industrial & Books","Effertzview",8,"AL","Fantastic Steel Shirt","Chloe Becker","Considine PhD","382 Blaise Rapid",707.20,7408872,"Visa",3302067,23895,"Male","USB",88.40,"connecting"
285046,"8-4-2021",5701442,"5:18:25","Tools","Port Marguerite",7,"IA","Small Steel Hat","Ms. Jordane Marquardt","Armstrong, Strosin and Altenwerth","523 Ziemann Mews",685.65,8977187,"Visa","matrix",44660,"Male","matrix",97.95,55.29
985552,"6-15-2021",671470,"22:30:27","Garden & Shoes","Kuvalisville",5,"NY","Sleek Rubber Computer","Kolby Jerde","McClure, Block and Franecki","630 Gislason Circles",152.30,84.76,"Visa","hack",48437,"Male",4.58,30.46,74.27
173407,"9-29-2021",33.65,"10:39:54","Home, Clothing & Music","North Jaleel",1,"SC","Intelligent Wooden Table","Gardner Krajcik","Kuphal, Spencer and Blanda","417 Weissnat Overpass",68.35,true,"Visa",73.27,36974,"Female",8.65,68.35,true
832800,"7-3-2021",true,"10:55:49","Shoes & Sports","Nolanmouth",7,"AZ","Small Rubber Chair","Kariane Kris","Wiegand-Tillman","319 Witting Forest",357.14,false,"Visa",true,56310,"Male","alarm",51.02,false
949301,"10-16-2021","calculating","15:40:6","Kids & Computers","Chaunceybury",8,"MD","Gorgeous Steel Shoes","Vallie Weber","Lakin, O'Connell and Monahan","50189 Scottie Coves",92.00,9091426,"EWallet",6913115,27897,"Female",51.27,11.50,"parse"
411643,"3-25-2021",73.93,"17:27:2","Toys","South Edison",4,"LA","Rustic Cotton Table","Mr. Nathanial McCullough","Parisian, Wolff and Gorczany","547 Strosin River",277.20,395653,"MasterCard","transmit",60861,"Male","quantifying",69.30,3660118
441504,"10-23-2021",5873081,"9:0:29","Home, Clothing & Industrial","Larissaside",3,"VT","Ergonomic Steel Hat","Amari Parker","Armstrong, Strosin and Altenwerth","350 Herzog Station",134.58,"connecting","MasterCard","back up",81124,"Female",false,44.86,"quantifying"
241108,"10-6-2021","SAS","15:14:17","Movies, Industrial & Home","South Tyreek",5,"AK","Fantastic Cotton Shoes","Kristy Turcotte","Considine PhD","958 Antonetta Cliffs",112.10,true,"Visa",false,79849,"Female",1539395,22.42,11.51
126877,"10-6-2021",true,"23:12:15","Music & Movies","East Bailee",6,"AK","Intelligent Rubber Hat","Emma Hauck","Considine PhD","71121 Vincenzo Circles",128.10,40.60,"Cash",49.18,24433,"Female",73.04,21.35,"quantify"
942078,"5-28-2021","alarm","17:1:55","Sports & Kids","East Elmerstad",9,"MO","Intelligent Wooden Shoes","Ressie Bailey","Larkin-McClure","737 Feeney Plains",104.94,"virtual","Visa",8369187,75375,"Male",3.50,11.66,2393479
321715,"8-11-2021",true,"20:5:48","Baby","Rosaleeborough",5,"AZ","Intelligent Cotton Computer","Antwon Russel","Wiegand-Tillman","74053 Dare Road",212.20,31.98,"Visa","override",89114,"Female",64.47,42.44,6136156
715704,"1-9-2021",44.14,"17:50:42","Games, Automotive & Grocery","Weissnatchester",2,"IL","Incredible Steel Table","Brianne Skiles","Considine PhD","47837 Kathlyn Trafficway",99.50,"compressing","MasterCard",true,37626,"Female",6303224,49.75,6723724
970985,"7-6-2021","solid state","13:4:8","Beauty","North Amberburgh",10,"NY","Ergonomic Steel Gloves","Jaiden VonRueden","Armstrong, Strosin and Altenwerth","891 Conroy Stravenue",726.20,6133609,"Visa","hacking",87329,"Male",56.57,72.62,7078617
644470,"10-9-2021","connect","17:58:35","Beauty, Industrial & Music","Kenyattaton",5,"TN","Awesome Concrete Chair","Nicholas Hansen V","Armstrong, Strosin and Altenwerth","837 Carroll Branch",204.15,81.91,"AMEX",7507181,57963,"Female","virtual",40.83,true
566581,"8-19-2021",true,"9:40:0","Games, Beauty & Outdoors","West Margueriteburgh",1,"KS","Ergonomic Concrete Table","Keira Effertz","Parisian, Wolff and Gorczany","479 Hirthe Well",99.58,false,"AMEX","multi-byte",97690,"Male",190261,99.58,95.63
632755,"10-24-2021",8068298,"21:53:21","Automotive","Kubland",6,"MO","Intelligent Concrete Shirt","Mina Howell","Kshlerin DDS","94839 Albin Road",90.90,831740,"Cash",true,82520,"Male",false,15.15,92.97
135894,"7-27-2021",2.96,"16:38:23","Home, Books & Shoes","Kayleighbury",9,"CO","Fantastic Steel Shirt","Miss Janelle McDermott","Auer V","205 Feil Creek",70.83,true,"EWallet",81.27,17971,"Male",false,7.87,true
409557,"8-5-2021",0.32,"12:0:19","Toys, Shoes & Baby","North Delilahland",4,"MO","Ergonomic Cotton Computer","Eve Gerhold","Larkin-McClure","6142 Roderick Dam",228.76,false,"EWallet",39.51,71473,"Male",true,57.19,8172100
867367,"4-7-2021","copy","17:42:0","Industrial","West Shayna",3,"WA","Fantastic Plastic Shirt","Floy Bechtelar","Parisian, Wolff and Gorczany","766 Janis Locks",199.59,2573639,"EWallet",24.26,32707,"Male",47.32,66.53,true
615822,"9-25-2021",7093023,"17:44:0","Grocery","South Tomasa",5,"NH","Awesome Cotton Shoes","Ms. Maria Kulas","Larkin-McClure","7275 Buford Row",66.80,2432044,"Cash","hack",14940,"Female",8890469,13.36,6642420
336132,"8-12-2021",2853806,"12:4:48","Music","Lake Odie",8,"FL","Rustic Steel Gloves","Miss Roger Shanahan","Larkin-McClure","67790 Zulauf Valleys",149.60,"neural","Cash",69.20,44141,"Female","indexing",18.70,35.45
566795,"10-19-2021",8441072,"18:46:22","Music, Kids & Jewelery","Lake Wava",9,"GA","Sleek Steel Hat","Royce Tillman","Kuphal, Spencer and Blanda","278 Donald Mills",598.86,"backing up","Cash",33.82,35372,"Female",30.96,66.54,6641269
273673,"12-20-2020",80.21,"1:58:5","Games","Murazikville",10,"NV","Incredible Wooden Hat","Rodrigo Von","Considine PhD","82738 Jess Bridge",308.30,true,"Visa",true,34700,"Male",88.71,30.83,true
844067,"10-6-2021",37.49,"14:54:8","Music","West Meganebury",2,"WV","Ergonomic Wooden Hat","Meaghan Padberg","Auer V","58913 Romaguera Club",130.12,false,"EWallet",true,97319,"Female",86.04,65.06,9.11
269927,"9-11-2021",false,"5:2:38","Industrial, Tools & Health","Diegomouth",6,"MD","Awesome Steel Shoes","Miss Alba Swift","Parisian, Wolff and Gorczany","7330 Baumbach Forges",453.00,38.38,"Cash",73.92,84370,"Male",false,75.50,6631732
843020,"12-19-2020","TCP","8:44:35","Grocery","Lake Ozella",10,"NE","Fantastic Steel Shirt","Maudie Lind","Larkin-McClure","292 Sauer Mountain",526.90,"neural","Cash","input",49281,"Female",55.65,52.69,"TCP"
489422,"2-19-2021","port","5:8:58","Games","Framihaven",1,"AZ","Incredible Cotton Computer","Brenda Abshire","Parisian, Wolff and Gorczany","73881 Spinka Walks",5.20,2070100,"MasterCard",539257,95237,"Female","back up",5.20,"multi-byte"
838276,"2-10-2021","backing up","14:24:37","Electronics & Grocery","South Alexie",8,"MN","Gorgeous Cotton Car","Laurine Fay","Armstrong, Strosin and Altenwerth","1388 Simeon Springs",290.32,true,"MasterCard","capacitor",14376,"Male","navigate",36.29,true
684878,"10-8-2021",93.45,"7:26:23","Clothing & Games","North Joannie",5,"MD","Gorgeous Rubber Pants","Miss Sam Lehner","Auer V","2865 Lee Drives",388.55,5047266,"Cash","calculating",84703,"Male","neural",77.71,5286482
148933,"5-25-2021","sensor","22:4:55","Industrial, Automotive & Outdoors","Port Rhianna",9,"NM","Practical Plastic Pants","Selina Monahan PhD","Kuphal, Spencer and Blanda","890 Jamarcus Springs",645.21,"copying","Visa",73.95,12911,"Male",96.81,71.69,93.84
837504,"1-28-2021",92.19,"11:42:33","Automotive, Outdoors & Jewelery","North Haleighview",3,"CA","Small Cotton Computer","Ettie Schamberger","Auer V","72290 Casper Parkway",101.79,false,"EWallet",92.31,36091,"Male",true,33.93,6726050
628611,"4-11-2021",false,"21:8:55","Jewelery & Tools","Port Tabitha",10,"KS","Ergonomic Plastic Car","Jerrold Williamson PhD","Kuphal, Spencer and Blanda","10019 Cassin Ridges",465.40,"EXE","MasterCard",15.78,52755,"Male",12.64,46.54,"HTTP"
824734,"9-22-2021",1442363,"0:40:42","Jewelery & Sports","Hirtheside",6,"SC","Gorgeous Wooden Gloves","Bernita Flatley","Armstrong, Strosin and Altenwerth","450 Marks Shores",216.36,"quantify","EWallet","indexing",84910,"Female",2111623,36.06,"online"
404656,"7-23-2021",19.56,"1:8:35","Home, Clothing & Baby","Beckerbury",6,"AL","Ergonomic Concrete Shirt","Julio Reynolds","Wiegand-Tillman","1405 Porter Land",451.08,8077970,"MasterCard","JBOD",13988,"Female","bandwidth",75.18,8594363
506880,"5-15-2021",131193,"16:26:20","Electronics","West Bradfordport",10,"SD","Awesome Rubber Pants","Aleen Kohler","Kuphal, Spencer and Blanda","9548 Jennifer Course",868.10,3456892,"Visa",5978285,23498,"Female","transmit",86.81,325491
105267,"3-24-2021","SSL","19:16:1","Baby, Kids & Electronics","New Adelbert",10,"NJ","Practical Steel Car","Dr. Pierre Dicki","Parisian, Wolff and Gorczany","231 Pouros Mission",803.10,"hard drive","Cash",36.96,63728,"Male",false,80.31,"card"
223510,"8-17-2021",806928,"18:6:47","Movies","Marquisetown",2,"RI","Incredible Cotton Car","Marvin Harber","Armstrong, Strosin and Altenwerth","806 Rutherford Court",134.84,59.23,"Visa",true,81211,"Male","transmitter",67.42,"quantify"
333097,"10-11-2021",false,"17:18:19","Jewelery, Grocery & Automotive","Narcisoborough",2,"WI","Ergonomic Concrete Gloves","Isadore Kling","Kuphal, Spencer and Blanda","376 Sabrina Fields",123.28,true,"AMEX",80.36,30272,"Female",false,61.64,3471282
416671,"4-26-2021",25.19,"9:4:45","Outdoors","Halvorsonville",10,"NC","Sleek Wooden Computer","Don Cremin V","McClure, Block and Franecki","7316 Thiel Well",440.90,78.17,"Cash",true,72186,"Female","primary",44.09,true
969541,"5-7-2021","HDD","12:9:58","Games","Lake Adaline",6,"GA","Small Steel Computer","Carleton Glover","Considine PhD","910 Alfonso Inlet",318.78,true,"Cash",false,27360,"Female","solid state",53.13,"multi-byte"
104583,"9-26-2021",51.09,"8:31:52","Electronics & Computers","North Karlshire",10,"WA","Ergonomic Rubber Shirt","Ericka Kuhlman","McClure, Block and Franecki","98269 Kovacek Meadow",598.30,true,"EWallet","HTTP",49926,"Female","navigating",59.83,1306440
604886,"10-22-2021",7271307,"22:58:28","Movies, Tools & Grocery","Justonmouth",1,"VA","Incredible Plastic Car","Osbaldo Rogahn","Kshlerin DDS","94002 Kovacek Summit",63.64,24.94,"Visa","RAM",35721,"Female",8410254,63.64,8245146
667941,"9-23-2021","navigate","10:46:33","Automotive, Outdoors & Shoes","Hermanfort",2,"AK","Incredible Plastic Table","Kayley Kovacek","Considine PhD","1901 Vada Lock",123.66,false,"EWallet","compress",73571,"Male",8584839,61.83,38.95
994977,"8-8-2021",1735133,"7:3:7","Industrial & Baby","North Carrollfurt",3,"KS","Rustic Cotton Pants","Vivien Lockman","Wiegand-Tillman","724 Marilie Way",64.08,94.66,"EWallet",6217487,22460,"Male","haptic",21.36,false
810391,"9-8-2021",75.84,"21:31:12","Health, Tools & Beauty","North Diana",7,"TN","Ergonomic Steel Shoes","Tyler Rohan V","Larkin-McClure","7647 Randy Road",53.90,18.21,"EWallet",14.70,78034,"Male",50.62,7.70,true
133601,"4-4-2021",0.08,"7:15:36","Toys","Curtisside",7,"MA","Ergonomic Granite Shoes","Brett Conn","Parisian, Wolff and Gorczany","7376 Wintheiser Views",659.33,3266358,"MasterCard",false,41354,"Male",63.14,94.19,59.63
550001,"9-12-2021",11.74,"20:18:8","Clothing & Music","Port Edgar",1,"CO","Awesome Cotton Shirt","Alejandrin Reichel","Kuphal, Spencer and Blanda","183 Clara Ramp",2.26,false,"MasterCard",50.86,21025,"Female",8051270,2.26,false
862406,"4-6-2021",42.70,"22:47:34","Outdoors","Collierfort",6,"RI","Fantastic Rubber Hat","Oliver Hoeger","Wiegand-Tillman","39458 Turcotte Springs",107.34,"mobile","AMEX",false,36766,"Female",2735143,17.89,"driver"
722145,"10-4-2021",true,"1:0:12","Tools, Garden & Industrial","Ariannahaven",3,"MA","Sleek Rubber Table","Litzy Sanford","Wiegand-Tillman","487 Koepp Park",5.04,"PCI","Visa",true,90276,"Female","XML",1.68,true
941417,"10-23-2021",8134233,"21:57:45","Beauty & Shoes","Jacobsonborough",9,"MO","Ergonomic Granite Shoes","Miss Thea Davis","Considine PhD","590 Romaguera Rue",1.08,61.67,"Cash",true,79176,"Female","hacking",0.12,8843076
800199,"4-12-2021",3738741,"15:51:59","Games & Kids","East Aaron",5,"MA","Sleek Wooden Shoes","Logan Hagenes MD","Considine PhD","174 Filomena Grove",488.55,139510,"EWallet",true,91264,"Male",4215813,97.71,false
256591,"7-17-2021",false,"8:53:30","Computers","East Kenyattaberg",8,"NC","Ergonomic Cotton Shirt","Meggie Welch","Armstrong, Strosin and Altenwerth","3034 Kennedi Rue",303.44,true,"Visa",false,83719,"Female",false,37.93,26.58
373842,"10-6-2021",true,"13:45:54","Movies, Electronics & Outdoors","Hahnview",4,"MT","Incredible Rubber Chair","Salvador Spencer","McClure, Block and Franecki","39859 Virgie Parks",177.44,"redundant","Cash",8805389,39570,"Female",false,44.36,false
825670,"10-6-2021",false,"20:43:14","Garden, Health & Baby","Zemlakside",9,"IA","Practical Rubber Car","Buster Eichmann","Lakin, O'Connell and Monahan","56326 Rutherford Harbors",560.88,22.74,"EWallet","transmit",26542,"Male","bandwidth",62.32,41.87
677756,"3-10-2021",3382533,"3:41:22","Health, Jewelery & Books","North Susanna",3,"AZ","Intelligent Cotton Chair","Kale Daniel","Considine PhD","63841 Lula Branch",197.70,1951576,"Cash",3084305,15461,"Female","GB",65.90,2629872
984781,"9-21-2021","capacitor","11:15:6","Beauty, Home & Jewelery","Lakinchester",3,"UT","Gorgeous Rubber Shirt","Phoebe Nienow","Parisian, Wolff and Gorczany","13943 Aidan Ville",14.67,false,"AMEX",6053630,49119,"Male","PNG",4.89,false
598190,"4-18-2021",5199413,"1:6:11","Clothing, Beauty & Games","Lake Dangelo",7,"SD","Rustic Steel Table","Larry Stokes","Considine PhD","62916 Nyah Island",337.82,75.40,"Cash",98.86,71551,"Female",false,48.26,false
956412,"9-19-2021",83.48,"13:8:9","Home, Industrial & Computers","West Idella",7,"MS","Awesome Rubber Shirt","Ed Pfeffer","Parisian, Wolff and Gorczany","9807 Corkery Fall",235.69,87.16,"MasterCard",6778880,63478,"Male",false,33.67,81.95
140364,"4-6-2021",95.84,"1:26:55","Health, Shoes & Industrial","South Angieshire",9,"CA","Incredible Wooden Computer","Bette DuBuque","Parisian, Wolff and Gorczany","7452 Vandervort Corners",565.65,11.20,"Cash",true,85685,"Male",70.61,62.85,true
282625,"9-27-2021",19.32,"13:8:49","Grocery","West Kayport",1,"AR","Intelligent Rubber Chair","Jeff Kling","Lakin, O'Connell and Monahan","64483 Parker Stravenue",33.21,false,"Cash","haptic",72970,"Female",2020919,33.21,false
415398,"12-11-2020",28.78,"16:37:4","Outdoors, Baby & Home","New Kendallland",8,"OK","Awesome Plastic Car","Mellie Grady","Larkin-McClure","410 Helga Rapids",22.16,"back-end","Cash",97.86,17595,"Female",true,2.77,true
286145,"6-27-2021",1244591,"16:43:3","Shoes","Lake Nikkiport",5,"PA","Sleek Rubber Computer","Maryse Thiel","Armstrong, Strosin and Altenwerth","5786 Okey Drives",321.15,5561264,"Cash",true,24297,"Male",81.71,64.23,1665913
515483,"9-30-2021",5453040,"9:26:50","Music","Sauerstad",2,"CA","Small Plastic Chair","Carmella Hills","Larkin-McClure","5137 Jacobson Oval",52.54,"multi-byte","AMEX",7282658,79888,"Female","auxiliary",26.27,"synthesize"
885818,"10-6-2021",false,"14:8:3","Music & Beauty","Americaside",5,"PA","Practical Wooden Hat","Jarrod Gaylord","Kshlerin DDS","12215 Heathcote Parkway",85.25,"hard drive","EWallet",7630928,94270,"Male",true,17.05,490779
628121,"9-16-2021","copy","12:47:59","Games & Industrial","Greenfelderfurt",4,"CO","Incredible Cotton Car","Reina Price III","Armstrong, Strosin and Altenwerth","2729 Stark Walks",235.64,69.56,"AMEX",true,92015,"Female",28.98,58.91,false
471904,"6-8-2021",51.15,"2:55:56","Music","North Jaydon",4,"OR","Gorgeous Cotton Pants","Miss Sharon Ryan","Lakin, O'Connell and Monahan","3553 Cortney Circle",248.72,false,"MasterCard",false,39976,"Female",53.23,62.18,false
503366,"6-28-2021",28.72,"2:45:57","Movies & Tools","Lake Jadeton",2,"MA","Sleek Rubber Table","Luis Stiedemann","Kuphal, Spencer and Blanda","82979 Cronin Mountains",113.50,71.85,"Cash",95.31,16987,"Male",true,56.75,true
969726,"9-30-2021",77.04,"4:14:58","Tools, Automotive & Garden","Andyburgh",7,"LA","Intelligent Plastic Computer","Zora Murazik","McClure, Block and Franecki","770 Assunta Landing",35.28,23.32,"EWallet",false,50384,"Female",81.91,5.04,true
188839,"3-12-2021",28.28,"3:57:28","Home","Lake Juanaport",5,"NJ","Practical Steel Table","Mrs. Carlie O'Kon","Lakin, O'Connell and Monahan","3985 Langworth Gardens",179.10,8.15,"Visa",31.14,85181,"Male","SAS",35.82,true
672411,"10-24-2021",96.07,"21:43:41","Kids, Music & Sports","Mireyabury",7,"OH","Fantastic Wooden Computer","Mrs. Mary Pfannerstill","Armstrong, Strosin and Altenwerth","72926 Ben Court",16.03,"navigate","MasterCard",1385524,20753,"Male",6999756,2.29,4094024
795850,"10-18-2021",16.37,"5:13:14","Automotive & Movies","East Dexter",6,"ID","Sleek Cotton Gloves","Annalise Hackett DVM","Armstrong, Strosin and Altenwerth","39180 Eloisa Light",561.72,"redundant","MasterCard",true,28262,"Male",false,93.62,593718
203266,"9-4-2021","solid state","7:3:9","Toys, Automotive & Books","South Keeganport",4,"NC","Intelligent Wooden Pants","Caleigh Orn V","Kuphal, Spencer and Blanda","46478 Carole Highway",16.60,4.79,"EWallet",false,74605,"Female",64.01,4.15,false
415173,"3-14-2021",2.12,"22:21:33","Games & Jewelery","Olenhaven",1,"WI","Fantastic Cotton Shoes","Maurine Brakus I","Larkin-McClure","3898 Crona Circles",53.55,32.57,"AMEX",68.54,67818,"Female",false,53.55,27.46
187271,"7-29-2021",false,"9:37:49","Baby, Music & Electronics","West Kathryneton",8,"IN","Sleek Concrete Pants","Ms. Liam Miller","Kuphal, Spencer and Blanda","9952 Willard Mill",734.80,"program","AMEX",2085063,28224,"Male",42.58,91.85,78.54
